filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Appendices\Land\20121102.emf,64,Infrastructure : Special Needs : Child Day Care,Land Installation : Main Icon,Land Installation;Infrastructure;Special Needs Infrastructure;Child Day Care;FULL_OCTAGON;E*FPJB----H****;Point;Infrastructure : Special Needs : Child Day Care;20121102,20121102,Point,
{Symbols_Root}\Appendices\Land\20121103.emf,64,Infrastructure : Special Needs : Elder Care,Land Installation : Main Icon,Land Installation;Infrastructure;Special Needs Infrastructure;Elder Care;FULL_OCTAGON;E*FPJC----H****;Point;Infrastructure : Special Needs : Elder Care;20121103,20121103,Point,
{Symbols_Root}\Appendices\Land\20121200.emf,64,Infrastructure : Telecommunications,Land Installation : Main Icon,Land Installation;Infrastructure;Telecommunications Infrastructure;FULL_OCTAGON;E*FPK-----H****;Point;Infrastructure : Telecommunications;20121200,20121200,Point,
{Symbols_Root}\Appendices\Land\20121201.emf,64,Infrastructure : Telecommunications : Broadcast Transmitter Antennae,Land Installation : Main Icon,Land Installation;Infrastructure;Telecommunications Infrastructure;Broadcast Transmitter Antennae;FULL_OCTAGON;SIDC_IS_NA;Point;Infrastructure : Telecommunications : Broadcast Transmitter Antennae;20121201,20121201,Point,
{Symbols_Root}\Appendices\Land\20121202.emf,64,Infrastructure : Telecommunications : Telecommunications,Land Installation : Main Icon,Land Installation;Infrastructure;Telecommunications Infrastructure;Telecommunications;MAIN;SIDC_IS_NA;Point;Infrastructure : Telecommunications : Telecommunications;20121202,20121202,Point,
{Symbols_Root}\Appendices\Land\20121203.emf,64,Infrastructure : Telecommunications : Telecommunications Tower,Land Installation : Main Icon,Land Installation;Infrastructure;Telecommunications Infrastructure;Telecommunications Tower;FULL_OCTAGON;E*FPKB----H****;Point;Infrastructure : Telecommunications : Telecommunications Tower;20121203,20121203,Point,
{Symbols_Root}\Appendices\Land\20121300.emf,64,Infrastructure : Transportation,Land Installation : Main Icon,Land Installation;Infrastructure;Transportation Infrastructure;FULL_OCTAGON;S*GPIT----H****;Point;Infrastructure : Transportation;20121300,20121300,Point,
{Symbols_Root}\Appendices\Land\20121301.emf,64,Infrastructure : Transportation : Airport/Air Base,Land Installation : Main Icon,Land Installation;Infrastructure;Transportation Infrastructure;Airport/Air Base;MAIN_1;S*GPIBA---H****;Point;Infrastructure : Transportation : Airport/Air Base;20121301,20121301,Point,
{Symbols_Root}\Appendices\Land\20121302.emf,64,Infrastructure : Transportation : Air Traffic Control Facility,Land Installation : Main Icon,Land Installation;Infrastructure;Transportation Infrastructure;Air Traffic Control Facility;FULL_OCTAGON;E*FPLA----H****;Point;Infrastructure : Transportation : Air Traffic Control Facility;20121302,20121302,Point,
{Symbols_Root}\Appendices\Land\20121303.emf,64,Infrastructure : Transportation : Bus Station,Land Installation : Main Icon,Land Installation;Infrastructure;Transportation Infrastructure;Bus Station;FULL_OCTAGON;E*FPLD----H****;Point;Infrastructure : Transportation : Bus Station;20121303,20121303,Point,
{Symbols_Root}\Appendices\Land\20121304.emf,64,Infrastructure : Transportation : Ferry Terminal,Land Installation : Main Icon,Land Installation;Infrastructure;Transportation Infrastructure;Ferry Terminal;FULL_OCTAGON;E*FPLE----H****;Point;Infrastructure : Transportation : Ferry Terminal;20121304,20121304,Point,
{Symbols_Root}\Appendices\Land\20121305.emf,64,Infrastructure : Transportation : Helicopter Landing Site,Land Installation : Main Icon,Land Installation;Infrastructure;Transportation Infrastructure;Helicopter Landing Site;FULL_OCTAGON;E*FPLF----H****;Point;Infrastructure : Transportation : Helicopter Landing Site;20121305,20121305,Point,
{Symbols_Root}\Appendices\Land\20121306.emf,64,Infrastructure : Transportation : Maintenance Facility,Land Installation : Main Icon,Land Installation;Infrastructure;Transportation Infrastructure;Maintenance Facility;FULL_OCTAGON;E*FPLH----H****;Point;Infrastructure : Transportation : Maintenance Facility;20121306,20121306,Point,
{Symbols_Root}\Appendices\Land\20121307.emf,64,Infrastructure : Transportation : Railhead/Railroad Station,Land Installation : Main Icon,Land Installation;Infrastructure;Transportation Infrastructure;Railhead/Railroad Station;MAIN_1;E*FPLJ----H****;Point;Infrastructure : Transportation : Railhead/Railroad Station;20121307,20121307,Point,
{Symbols_Root}\Appendices\Land\20121308.emf,64,Infrastructure : Transportation : Rest Stop,Land Installation : Main Icon,Land Installation;Infrastructure;Transportation Infrastructure;Rest Stop;FULL_OCTAGON;E*FPLK----H****;Point;Infrastructure : Transportation : Rest Stop;20121308,20121308,Point,
