# Source File: https://github.com/Esri/military-features-data/blob/master/test/TestReproData/Mil-2525C-Wildcards.csv
# License: Apache V2: https://github.com/Esri/military-features-data/blob/master/license.txt
# Full SIDC,SIDC By Parts,Hierarchy Code,Name,Geometry
S*G*EXML-------,S * G * EX ML -- ** ** *,WAR.GRDTRK.EQT.SPL.LNDMNE.LTL,Less Than Lethal,
S*G*EXL--------,S * G * EX L- -- ** ** *,WAR.GRDTRK.EQT.SPL.LSR,Laser,
S*G*EWA--------,S * G * EW A- -- ** ** *,WAR.GRDTRK.EQT.WPN.ADFG,Air Defense Gun,
S*G*EWAH-------,S * G * EW AH -- ** ** *,WAR.GRDTRK.EQT.WPN.ADFG.HVY,Air Defense Gun Heavy,
S*G*EWAL-------,S * G * EW AL -- ** ** *,WAR.GRDTRK.EQT.WPN.ADFG.LIT,Air Defense Gun Light,
S*G*EWAM-------,S * G * EW AM -- ** ** *,WAR.GRDTRK.EQT.WPN.ADFG.MDM,Air Defense Gun Medium,
S*G*EWG--------,S * G * EW G- -- ** ** *,WAR.GRDTRK.EQT.WPN.ATG,Antitank Gun,
S*G*EWGH-------,S * G * EW GH -- ** ** *,WAR.GRDTRK.EQT.WPN.ATG.HVY,Antitank Gun Heavy,
S*G*EWGL-------,S * G * EW GL -- ** ** *,WAR.GRDTRK.EQT.WPN.ATG.LIT,Antitank Gun Light,
S*G*EWGM-------,S * G * EW GM -- ** ** *,WAR.GRDTRK.EQT.WPN.ATG.MDM,Antitank Gun Medium,
S*G*EWGR-------,S * G * EW GR -- ** ** *,WAR.GRDTRK.EQT.WPN.ATG.RECL,Antitank Gun Recoilless,
S*G*EWT--------,S * G * EW T- -- ** ** *,WAR.GRDTRK.EQT.WPN.ATRL,Antitank Rocket Launcher,
S*G*EWTH-------,S * G * EW TH -- ** ** *,WAR.GRDTRK.EQT.WPN.ATRL.HVY,Antitank Rocket Launcher Heavy,
S*G*EWTL-------,S * G * EW TL -- ** ** *,WAR.GRDTRK.EQT.WPN.ATRL.LIT,Antitank Rocket Launcher Light,
S*G*EWTM-------,S * G * EW TM -- ** ** *,WAR.GRDTRK.EQT.WPN.ATRL.MDM,Antitank Rocket Launcher Medium,
S*G*EWD--------,S * G * EW D- -- ** ** *,WAR.GRDTRK.EQT.WPN.DFG,Direct Fire Gun,
S*G*EWDH-------,S * G * EW DH -- ** ** *,WAR.GRDTRK.EQT.WPN.DFG.HVY,Direct Fire Gun Heavy,
S*G*EWDHS------,S * G * EW DH S- ** ** *,WAR.GRDTRK.EQT.WPN.DFG.HVY.SPD,Direct Fire Gun Heavy Self-Propelled,
S*G*EWDL-------,S * G * EW DL -- ** ** *,WAR.GRDTRK.EQT.WPN.DFG.LIT,Direct Fire Gun Light,
S*G*EWDLS------,S * G * EW DL S- ** ** *,WAR.GRDTRK.EQT.WPN.DFG.LIT.SPD,Direct Fire Gun Light Self-Propelled,
S*G*EWDM-------,S * G * EW DM -- ** ** *,WAR.GRDTRK.EQT.WPN.DFG.MDM,Direct Fire Gun Medium,
S*G*EWDMS------,S * G * EW DM S- ** ** *,WAR.GRDTRK.EQT.WPN.DFG.MDM.SPD,Direct Fire Gun Medium Self-Propelled,
S*G*EWZ--------,S * G * EW Z- -- ** ** *,WAR.GRDTRK.EQT.WPN.GREL,Grenade Launcher,
S*G*EWZH-------,S * G * EW ZH -- ** ** *,WAR.GRDTRK.EQT.WPN.GREL.HVY,Grenade Launcher Heavy,
S*G*EWZL-------,S * G * EW ZL -- ** ** *,WAR.GRDTRK.EQT.WPN.GREL.LIT,Grenade Launcher Light,
S*G*EWZM-------,S * G * EW ZM -- ** ** *,WAR.GRDTRK.EQT.WPN.GREL.MDM,Grenade Launcher Medium,
S*G*EWH--------,S * G * EW H- -- ** ** *,WAR.GRDTRK.EQT.WPN.HOW,Howitzer,
S*G*EWHH-------,S * G * EW HH -- ** ** *,WAR.GRDTRK.EQT.WPN.HOW.HVY,Howitzer Heavy,
S*G*EWHHS------,S * G * EW HH S- ** ** *,WAR.GRDTRK.EQT.WPN.HOW.HVY.SPD,Howitzer Heavy Self-Propelled,
S*G*EWHL-------,S * G * EW HL -- ** ** *,WAR.GRDTRK.EQT.WPN.HOW.LIT,Howitzer Light,
S*G*EWHLS------,S * G * EW HL S- ** ** *,WAR.GRDTRK.EQT.WPN.HOW.LIT.SPD,Howitzer Light Self-Propelled,
S*G*EWHM-------,S * G * EW HM -- ** ** *,WAR.GRDTRK.EQT.WPN.HOW.MDM,Howitzer Medium,
S*G*EWHMS------,S * G * EW HM S- ** ** *,WAR.GRDTRK.EQT.WPN.HOW.MDM.SPD,Howitzer Medium Self-Propelled,
S*G*EWO--------,S * G * EW O- -- ** ** *,WAR.GRDTRK.EQT.WPN.MORT,Mortar,
S*G*EWOH-------,S * G * EW OH -- ** ** *,WAR.GRDTRK.EQT.WPN.MORT.HVY,Mortar Heavy,
S*G*EWOL-------,S * G * EW OL -- ** ** *,WAR.GRDTRK.EQT.WPN.MORT.LIT,Mortar Light,
S*G*EWOM-------,S * G * EW OM -- ** ** *,WAR.GRDTRK.EQT.WPN.MORT.MDM,Mortar Medium,
S*G*EWX--------,S * G * EW X- -- ** ** *,WAR.GRDTRK.EQT.WPN.MRL,Multiple Rocket Launcher,
S*G*EWXH-------,S * G * EW XH -- ** ** *,WAR.GRDTRK.EQT.WPN.MRL.HVY,Multiple Rocket Launcher Heavy,
S*G*EWXL-------,S * G * EW XL -- ** ** *,WAR.GRDTRK.EQT.WPN.MRL.LIT,Multiple Rocket Launcher Light,
S*G*EWXM-------,S * G * EW XM -- ** ** *,WAR.GRDTRK.EQT.WPN.MRL.MDM,Multiple Rocket Launcher Medium,
S*G*EWM--------,S * G * EW M- -- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL,Missile Launcher,
S*G*EWMA-------,S * G * EW MA -- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD,Air Defense (Ad) Missile Launcher,
S*G*EWMAI------,S * G * EW MA I- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.INTMR,Intermediate Range Ad Missile Launcher,
S*G*EWMAIE-----,S * G * EW MA IE ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.INTMR.TELAR,Transporter Erector Launcher And Radar (Telar),
S*G*EWMAIR-----,S * G * EW MA IR ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.INTMR.TLAR,Transporter Launcher And Radar (Tlar),
S*G*EWMAL------,S * G * EW MA L- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.LNGR,Long Range Ad Missile Launcher,
S*G*EWMALE-----,S * G * EW MA LE ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.LNGR.TELAR,Transporter Erector Launcher And Radar (Telar),
S*G*EWMALR-----,S * G * EW MA LR ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.LNGR.TLAR,Transporter Launcher And Radar (Tlar),
S*G*EWMAS------,S * G * EW MA S- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.SHTR,Short Range Ad Missile Launcher,
S*G*EWMASE-----,S * G * EW MA SE ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.SHTR.TELAR,Transporter Erector Launcher And Radar (Telar),
S*G*EWMASR-----,S * G * EW MA SR ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.SHTR.TLAR,Transporter Launcher And Radar (Tlar),
S*G*EWMAT------,S * G * EW MA T- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.THT,Ad Missile Launcher Theater,
S*G*EWMATE-----,S * G * EW MA TE ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.THT.TELAR,Transporter Erector Launcher And Radar (Telar),
S*G*EWMATR-----,S * G * EW MA TR ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.ADFAD.THT.TLAR,Transporter Launcher And Radar (Tlar),
S*G*EWMT-------,S * G * EW MT -- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.AT,Missile Launcher Antitank (At),
S*G*EWMTH------,S * G * EW MT H- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.AT.HVY,Missile Launcher At Heavy,
S*G*EWMTL------,S * G * EW MT L- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.AT.LIT,Missile Launcher At Light,
S*G*EWMTM------,S * G * EW MT M- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.AT.MDM,Missile Launcher At Medium,
S*G*EWMS-------,S * G * EW MS -- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.SUF,Surf-Surf (Ss) Missile Launcher,
S*G*EWMSI------,S * G * EW MS I- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.SUF.INTMR,Intermediate Range Ss Missile Launcher,
S*G*EWMSL------,S * G * EW MS L- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.SUF.LNGR,Long Range Ss Missile Launcher,
S*G*EWMSS------,S * G * EW MS S- ** ** *,WAR.GRDTRK.EQT.WPN.MSLL.SUF.SHTR,Short Range Ss Missile Launcher,
S*G*EWR--------,S * G * EW R- -- ** ** *,WAR.GRDTRK.EQT.WPN.RIFWPN,Rifle/Automatic Weapon,
S*G*EWRH-------,S * G * EW RH -- ** ** *,WAR.GRDTRK.EQT.WPN.RIFWPN.HMG,Heavy Machine Gun,
S*G*EWRL-------,S * G * EW RL -- ** ** *,WAR.GRDTRK.EQT.WPN.RIFWPN.LMG,Light Machine Gun,
S*G*EWRR-------,S * G * EW RR -- ** ** *,WAR.GRDTRK.EQT.WPN.RIFWPN.RIF,Rifle,
S*G*EWS--------,S * G * EW S- -- ** ** *,WAR.GRDTRK.EQT.WPN.SRL,Single Rocket Launcher,
S*G*EWSH-------,S * G * EW SH -- ** ** *,WAR.GRDTRK.EQT.WPN.SRL.HVY,Single Rocket Launcher Heavy,
S*G*EWSL-------,S * G * EW SL -- ** ** *,WAR.GRDTRK.EQT.WPN.SRL.LIT,Single Rocket Launcher Light,
S*G*EWSM-------,S * G * EW SM -- ** ** *,WAR.GRDTRK.EQT.WPN.SRL.MDM,Single Rocket Launcher Medium,
S*G*I-----H****,S * G * I- -- -- H* ** *,WAR.GRDTRK.INS,Installation,
S*G*IE----H****,S * G * IE -- -- H* ** *,WAR.GRDTRK.INS.EQTMNF,Equipment Manufacture,
S*G*IG----H****,S * G * IG -- -- H* ** *,WAR.GRDTRK.INS.GOVLDR,Government Leadership,
S*G*IX----H****,S * G * IX -- -- H* ** *,WAR.GRDTRK.INS.MEDF,Medical Facility,
S*G*IXH---H****,S * G * IX H- -- H* ** *,WAR.GRDTRK.INS.MEDF.HSP,Hospital,
S*G*IB----H****,S * G * IB -- -- H* ** *,WAR.GRDTRK.INS.MILBF,Military Base/Facility,
S*G*IBA---H****,S * G * IB A- -- H* ** *,WAR.GRDTRK.INS.MILBF.AB,Airport/Airbase,
S*G*IBN---H****,S * G * IB N- -- H* ** *,WAR.GRDTRK.INS.MILBF.SP,Seaport/Naval Base,
S*G*IME---H****,S * G * IM E- -- H* ** *,WAR.GRDTRK.INS.MMF.AMEP,Ammunition And Explosives Production,
S*G*IMG---H****,S * G * IM G- -- H* ** *,WAR.GRDTRK.INS.MMF.AMTP,Armament Production,
S*G*IMA---H****,S * G * IM A- -- H* ** *,WAR.GRDTRK.INS.MMF.APA,Aircraft Production & Assembly,
S*G*IMC---H****,S * G * IM C- -- H* ** *,WAR.GRDTRK.INS.MMF.CBWP,Chemical & Biological Warfare Production,
S*G*IMN---H****,S * G * IM N- -- H* ** *,WAR.GRDTRK.INS.MMF.ENGEP,Engineering Equipment Production,
S*G*IMNB--H****,S * G * IM NB -- H* ** *,WAR.GRDTRK.INS.MMF.ENGEP.BRG,Bridge,
S*G*IMV---H****,S * G * IM V- -- H* ** *,WAR.GRDTRK.INS.MMF.MILVP,Military Vehicle Production,
S*G*IMM---H****,S * G * IM M- -- H* ** *,WAR.GRDTRK.INS.MMF.MSSP,Missile & Space System Production,
S*G*IMF---H****,S * G * IM F- -- H* ** *,WAR.GRDTRK.INS.MMF.NENY,Nuclear Energy,
S*G*IMFA--H****,S * G * IM FA -- H* ** *,WAR.GRDTRK.INS.MMF.NENY.ATMER,Atomic Energy Reactor,
S*G*IMFP--H****,S * G * IM FP -- H* ** *,WAR.GRDTRK.INS.MMF.NENY.NMP,Nuclear Material Production,
S*G*IMFPW-H****,S * G * IM FP W- H* ** *,WAR.GRDTRK.INS.MMF.NENY.NMP.WPNGR,Weapons Grade,
S*G*IMFS--H****,S * G * IM FS -- H* ** *,WAR.GRDTRK.INS.MMF.NENY.NMS,Nuclear Material Storage,
S*G*IMS---H****,S * G * IM S- -- H* ** *,WAR.GRDTRK.INS.MMF.SHPCSN,Ship Construction,
S*G*IP----H****,S * G * IP -- -- H* ** *,WAR.GRDTRK.INS.PF,Processing Facility,
S*G*IPD---H****,S * G * IP D- -- H* ** *,WAR.GRDTRK.INS.PF.DECON,Decontamination,
S*G*IR----H****,S * G * IR -- -- H* ** *,WAR.GRDTRK.INS.RMP,Raw Material Production/Storage,
S*G*IRN---H****,S * G * IR N- -- H* ** *,WAR.GRDTRK.INS.RMP.CBRN,Cbrn,
S*G*IRNB--H****,S * G * IR NB -- H* ** *,WAR.GRDTRK.INS.RMP.CBRN.BIO,Biological,
S*G*IRNC--H****,S * G * IR NC -- H* ** *,WAR.GRDTRK.INS.RMP.CBRN.CML,Chemical,
S*G*IRNN--H****,S * G * IR NN -- H* ** *,WAR.GRDTRK.INS.RMP.CBRN.NUC,Nuclear,
S*G*IRM---H****,S * G * IR M- -- H* ** *,WAR.GRDTRK.INS.RMP.MNE,Mine,
S*G*IRP---H****,S * G * IR P- -- H* ** *,WAR.GRDTRK.INS.RMP.PGO,Petroleum/Gas/Oil,
S*G*IU----H****,S * G * IU -- -- H* ** *,WAR.GRDTRK.INS.SRUF,Service Research Utility Facility,
S*G*IUE---H****,S * G * IU E- -- H* ** *,WAR.GRDTRK.INS.SRUF.EPF,Electric Power Facility,
S*G*IUED--H****,S * G * IU ED -- H* ** *,WAR.GRDTRK.INS.SRUF.EPF.DAM,Dam,
S*G*IUEF--H****,S * G * IU EF -- H* ** *,WAR.GRDTRK.INS.SRUF.EPF.FOSF,Fossil Fuel,
S*G*IUEN--H****,S * G * IU EN -- H* ** *,WAR.GRDTRK.INS.SRUF.EPF.NPT,Nuclear Plant,
S*G*IUP---H****,S * G * IU P- -- H* ** *,WAR.GRDTRK.INS.SRUF.PWS,Public Water Services,
S*G*IUT---H****,S * G * IU T- -- H* ** *,WAR.GRDTRK.INS.SRUF.TCF,Telecommunications Facility,
S*G*IUR---H****,S * G * IU R- -- H* ** *,WAR.GRDTRK.INS.SRUF.TRF,Technological Research Facility,
S*G*IT----H****,S * G * IT -- -- H* ** *,WAR.GRDTRK.INS.TSPF,Transport Facility,
S*G*U----------,S * G * U- -- -- ** ** *,WAR.GRDTRK.UNT,Unit,
S*G*UH---------,S * G * UH -- -- ** ** *,WAR.GRDTRK.UNT.C2HQ,Special C2 Headquarters Component,
S*G*UC---------,S * G * UC -- -- ** ** *,WAR.GRDTRK.UNT.CBT,Combat,
S*G*UCAA-------,S * G * UC AA -- ** ** *,WAR.GRDTRK.UNT.CBT.AARM,Antiarmor,
S*G*UCAAS------,S * G * UC AA S- ** ** *,WAR.GRDTRK.UNT.CBT.AARM.AAST,Antiarmor Air Assault,
S*G*UCAAM------,S * G * UC AA M- ** ** *,WAR.GRDTRK.UNT.CBT.AARM.ABN,Antiarmor Airborne,
S*G*UCAAC------,S * G * UC AA C- ** ** *,WAR.GRDTRK.UNT.CBT.AARM.ARC,Antiarmor Arctic,
S*G*UCAAA------,S * G * UC AA A- ** ** *,WAR.GRDTRK.UNT.CBT.AARM.ARMD,Antiarmor Armored,
S*G*UCAAAS-----,S * G * UC AA AS ** ** *,WAR.GRDTRK.UNT.CBT.AARM.ARMD.AAST,Antiarmor Armored Air Assault,
S*G*UCAAAT-----,S * G * UC AA AT ** ** *,WAR.GRDTRK.UNT.CBT.AARM.ARMD.TKD,Antiarmor Armored Tracked,
S*G*UCAAAW-----,S * G * UC AA AW ** ** *,WAR.GRDTRK.UNT.CBT.AARM.ARMD.WHD,Antiarmor Armored Wheeled,
S*G*UCAAD------,S * G * UC AA D- ** ** *,WAR.GRDTRK.UNT.CBT.AARM.DMD,Antiarmor Dismounted,
S*G*UCAAL------,S * G * UC AA L- ** ** *,WAR.GRDTRK.UNT.CBT.AARM.LIT,Antiarmor Light,
S*G*UCAAU------,S * G * UC AA U- ** ** *,WAR.GRDTRK.UNT.CBT.AARM.MNT,Antiarmor Mountain,
S*G*UCAAO------,S * G * UC AA O- ** ** *,WAR.GRDTRK.UNT.CBT.AARM.MOT,Antiarmor Motorized,
S*G*UCAAOS-----,S * G * UC AA OS ** ** *,WAR.GRDTRK.UNT.CBT.AARM.MOT.AAST,Antiarmor Motorized Air Assault,
S*G*UCD--------,S * G * UC D- -- ** ** *,WAR.GRDTRK.UNT.CBT.ADF,Air Defense,
S*G*UCDC-------,S * G * UC DC -- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.CMPS,Composite,
S*G*UCDG-------,S * G * UC DG -- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.GUNUNT,Gun Unit,
S*G*UCDM-------,S * G * UC DM -- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.MSL,Air Defense Missile,
S*G*UCDH-------,S * G * UC DH -- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.MSL.HMAD,H/Mad,
S*G*UCDHH------,S * G * UC DH H- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.MSL.HMAD.HWK,Hawk,
S*G*UCDHP------,S * G * UC DH P- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.MSL.HMAD.PATT,Patriot,
S*G*UCDMH------,S * G * UC DM H- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.MSL.HVY,Air Defense Missile Heavy,
S*G*UCDML------,S * G * UC DM L- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.MSL.LIT,Air Defense Missile Light,
S*G*UCDMLA-----,S * G * UC DM LA ** ** *,WAR.GRDTRK.UNT.CBT.ADF.MSL.LIT.MOT,Air Defense Missile Motorized (Avenger),
S*G*UCDMM------,S * G * UC DM M- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.MSL.MDM,Air Defense Missile Medium,
S*G*UCDS-------,S * G * UC DS -- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.SHTR,Short Range,
S*G*UCDSC------,S * G * UC DS C- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.SHTR.CPL,Chaparral,
S*G*UCDSS------,S * G * UC DS S- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.SHTR.STG,Stinger,
S*G*UCDSV------,S * G * UC DS V- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.SHTR.VUL,Vulcan,
S*G*UCDT-------,S * G * UC DT -- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.TGTGUT,Targeting Unit,
S*G*UCDO-------,S * G * UC DO -- ** ** *,WAR.GRDTRK.UNT.CBT.ADF.TMDU,Theater Missile Defense Unit,
S*G*UCA--------,S * G * UC A- -- ** ** *,WAR.GRDTRK.UNT.CBT.ARM,Armor,
S*G*UCAT-------,S * G * UC AT -- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.TRK,Armor Track,
S*G*UCATA------,S * G * UC AT A- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.TRK.ABN,Armor Track Airborne,
S*G*UCATW------,S * G * UC AT W- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.TRK.AMP,Armor Track Amphibious,
S*G*UCATWR-----,S * G * UC AT WR ** ** *,WAR.GRDTRK.UNT.CBT.ARM.TRK.AMP.RCY,Armor Track Amphibious Recovery,
S*G*UCATH------,S * G * UC AT H- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.TRK.HVY,Armor Track Heavy,
S*G*UCATL------,S * G * UC AT L- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.TRK.LIT,Armor Track Light,
S*G*UCATM------,S * G * UC AT M- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.TRK.MDM,Armor Track Medium,
S*G*UCATR------,S * G * UC AT R- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.TRK.RCY,Armor Track Recovery,
S*G*UCAW-------,S * G * UC AW -- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.WHD,Armor Wheeled,
S*G*UCAWS------,S * G * UC AW S- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.WHD.AAST,Armor Wheeled Air Assault,
S*G*UCAWA------,S * G * UC AW A- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.WHD.ABN,Armor Wheeled Airborne,
S*G*UCAWW------,S * G * UC AW W- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.WHD.AMP,Armor Wheeled Amphibious,
S*G*UCAWWR-----,S * G * UC AW WR ** ** *,WAR.GRDTRK.UNT.CBT.ARM.WHD.AMP.RCY,Armor Wheeled Amphibious Recovery,
S*G*UCAWH------,S * G * UC AW H- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.WHD.HVY,Armor Wheeled Heavy,
S*G*UCAWL------,S * G * UC AW L- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.WHD.LIT,Armor Wheeled Light,
S*G*UCAWM------,S * G * UC AW M- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.WHD.MDM,Armor Wheeled Medium,
S*G*UCAWR------,S * G * UC AW R- ** ** *,WAR.GRDTRK.UNT.CBT.ARM.WHD.RCY,Armor Wheeled Recovery,
S*G*UCV--------,S * G * UC V- -- ** ** *,WAR.GRDTRK.UNT.CBT.AVN,Aviation,
S*G*UCVC-------,S * G * UC VC -- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.CMPS,Composite,
S*G*UCVF-------,S * G * UC VF -- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.FIXD,Fixed Wing,
S*G*UCVFA------,S * G * UC VF A- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.FIXD.ATK,Attack Fixed Wing,
S*G*UCVFR------,S * G * UC VF R- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.FIXD.RECON,Recon Fixed Wing,
S*G*UCVFU------,S * G * UC VF U- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.FIXD.UTY,Utility Fixed Wing,
S*G*UCVR-------,S * G * UC VR -- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT,Rotary Wing,
S*G*UCVRW------,S * G * UC VR W- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.ASBW,Antisubmarine Warfare Rotary Wing,
S*G*UCVRA------,S * G * UC VR A- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.ATK,Attack Rotary Wing,
S*G*UCVRUC-----,S * G * UC VR UC ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.C2,C2 Rotary Wing,
S*G*UCVRUE-----,S * G * UC VR UE ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.MEDV,Medevac Rotary Wing,
S*G*UCVRM------,S * G * UC VR M- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.MNECM,Mine Countermeasure Rotary Wing,
S*G*UCVRS------,S * G * UC VR S- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.SCUT,Scout Rotary Wing,
S*G*UCVRU------,S * G * UC VR U- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY,Utility Rotary Wing,
S*G*UCVRUH-----,S * G * UC VR UH ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY.HVY,Heavy Utility Rotary Win,
S*G*UCVRUL-----,S * G * UC VR UL ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY.LIT,Light Utility Rotary Wing,
S*G*UCVRUM-----,S * G * UC VR UM ** ** *,WAR.GRDTRK.UNT.CBT.AVN.ROT.UTY.MDM,Medium Utility Rotary Wing,
S*G*UCVS-------,S * G * UC VS -- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.SAR,Search And Rescue,
S*G*UCVU-------,S * G * UC VU -- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.UA,Unmanned Aircraft,
S*G*UCVUF------,S * G * UC VU F- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.UA.FIXD,Unmanned Aircraft Fixed Wing,
S*G*UCVUR------,S * G * UC VU R- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.UA.ROT,Unmanned Aircraft Rotary Wing,
S*G*UCVV-------,S * G * UC VV -- ** ** *,WAR.GRDTRK.UNT.CBT.AVN.VSTOL,Vertical And/Or Short Takeoff And Landing Aircraft (V/Stol),
S*G*UCE--------,S * G * UC E- -- ** ** *,WAR.GRDTRK.UNT.CBT.ENG,Engineer,
S*G*UCEC-------,S * G * UC EC -- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT,Engineer Combat,
S*G*UCECS------,S * G * UC EC S- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.AAST,Engineer Combat Air Assault,
S*G*UCECA------,S * G * UC EC A- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.ABN,Engineer Combat Airborne,
S*G*UCECC------,S * G * UC EC C- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.ARC,Engineer Combat Arctic,
S*G*UCECH------,S * G * UC EC H- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.HVY,Engineer Combat Heavy,
S*G*UCECL------,S * G * UC EC L- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.LIT,Engineer Combat Light (Sapper),
S*G*UCECM------,S * G * UC EC M- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.MDM,Engineer Combat Medium,
S*G*UCECT------,S * G * UC EC T- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.MECH,Engineer Combat Mechanized (Track),
S*G*UCECO------,S * G * UC EC O- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.MNT,Engineer Combat Mountain,
S*G*UCECW------,S * G * UC EC W- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.MOT,Engineer Combat Motorized,
S*G*UCECR------,S * G * UC EC R- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CBT.RECON,Engineer Combat Recon,
S*G*UCEN-------,S * G * UC EN -- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CSN,Engineer Construction,
S*G*UCENN------,S * G * UC EN N- ** ** *,WAR.GRDTRK.UNT.CBT.ENG.CSN.NAV,Engineer Naval Construction,
S*G*UCF--------,S * G * UC F- -- ** ** *,WAR.GRDTRK.UNT.CBT.FLDART,Field Artillery,
S*G*UCFS-------,S * G * UC FS -- ** ** *,WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY,Artillery Survey,
S*G*UCFSS------,S * G * UC FS S- ** ** *,WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY.AAST,Air Assault,
S*G*UCFSA------,S * G * UC FS A- ** ** *,WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY.ABN,Airborne,
S*G*UCFSL------,S * G * UC FS L- ** ** *,WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY.LIT,Light,
S*G*UCFSO------,S * G * UC FS O- ** ** *,WAR.GRDTRK.UNT.CBT.FLDART.ARTSVY.MNT,Mountain,
S*G*UCFH-------,S * G * UC FH -- ** ** *,WAR.GRDTRK.UNT.CBT.FLDART.HOW,Howitzer/Gun,
